User_ID,User_Name,Platform,Date,State,Region,Content_ID,Followers,Views,Likes,Shares,Comments,Revenue_Source,Revenue
USRYZPMGG,Emily Miller,Facebook,2022,Arkansas,East,CNTNVZMB6,3982038,129370,1714225,472190,171868,Guest Appearance,262428
USRPH0YZW,Sarah Wilson,Twitter/X,2022,Idaho,East,CNT3NU7DH,2089943,2915161,1501626,812,40350,Patreon,36907
USRP5AV17,Alex Davis,Facebook,2020,Massachusetts,North,CNTD2XBAN,1995985,7251274,502671,8912,102269,Sponsorship,276353
USRNPXQH4,Emily Williams,Instagram,2021,Connecticut,East,CNTIT0FO4,492562,7101345,1401943,280977,193168,Guest Appearance,9859
USRPEDAYJ,Jane Davis,Instagram,2022,Ohio,South,CNT0WMW4O,46070,563119,265248,491551,31524,Consultancy,470924
USRD7IZCJ,David Johnson,Instagram,2023,West Virginia,South,CNTL2FY2B,4940402,8926511,1531461,337098,181417,Sponsorship,339988
USR7AQ2RQ,Sarah Smith,Twitter/X,2022,Connecticut,Central,CNTRKVC57,4972104,1054078,596753,479167,128565,Collaboration,327248
USRW1KN6P,Michael Brown,Facebook,2020,New York,North,CNTE1I7EM,266799,8862140,1955486,95147,50881,Collaboration,296798
USRBLAU3C,Laura Wilson,Twitter/X,2020,Massachusetts,North,CNTQK8B1F,2964007,5086722,1282199,423339,167967,Sponsorship,386359
USRWGOL1L,David Miller,Snapchat,2024,Nebraska,West,CNTUN8M8E,946327,5909110,167418,162284,167762,Guest Appearance,414346
USRQZA0S0,Chris Martinez,YouTube,2023,Texas,South,CNTO0VSIG,1728965,442798,91386,417390,94866,Collaboration,299883
USRY19JK9,David Smith,Facebook,2024,South Dakota,North,CNT5HV8M8,1678288,3022284,1610947,24065,102046,Guest Appearance,451122
USRC2V2HC,Alex Davis,Instagram,2020,Wisconsin,South,CNT8LNKQI,3892940,5213102,891992,303288,92942,Consultancy,71424
USRLN4I08,Chris Johnson,YouTube,2021,Pennsylvania,North,CNTGCJU4D,1837878,2703933,951727,249410,85555,Collaboration,268051
USRS9HBHK,Jane Garcia,Snapchat,2021,Alabama,South,CNTFM12P8,1588180,6680020,1065307,404155,30308,Guest Appearance,284446
USRX2ZZ90,Chris Garcia,Instagram,2020,Colorado,Central,CNTR6AV0Z,4151682,8825851,960866,131941,57421,Patreon,227891
USR6TAUYH,John Jones,Facebook,2024,California,Central,CNT2TNLJV,195108,6460765,1782254,393853,41901,Guest Appearance,373779
USR8T5SO0,Laura Davis,Facebook,2022,Minnesota,East,CNT6SUFJD,817572,6006115,1128228,290705,67841,Sponsorship,449968
USREQPG6V,Sarah Jones,Facebook,2023,Iowa,West,CNTLV8207,4290783,8082953,1394490,420832,75894,Guest Appearance,453934
USRSRE3LW,Chris Johnson,YouTube,2024,Texas,North,CNTRJQ4JA,2534934,6104903,1263794,93008,196231,Patreon,388919
USRZFIZXQ,Jane Davis,Snapchat,2023,Pennsylvania,South,CNTF4S60N,1210221,1937518,1155207,277661,83830,Patreon,80469
USRSN1RIT,David Brown,YouTube,2024,Indiana,Central,CNTZDT4FY,453006,5603268,1108,377156,178435,Consultancy,252848
USRAOIN70,Alex Martinez,Snapchat,2023,Montana,North,CNTXVYWLK,3443140,7302762,1553801,263612,108158,Sponsorship,283270
USR9VSGDB,David Williams,Facebook,2022,Utah,West,CNT17RAHY,2560628,5094594,988374,336446,56799,Guest Appearance,208934
USRGE8NU3,Michael Williams,YouTube,2022,North Dakota,North,CNTKLJLYL,3227771,5089189,1308125,101554,68973,Guest Appearance,58613
USRJ82DDB,David Wilson,Instagram,2024,Indiana,Central,CNTZNPG2Z,1716231,2358933,460726,91147,198580,Sponsorship,165133
USRW3SXSY,Jane Brown,Twitter/X,2024,Oklahoma,West,CNTKCPDUO,3111888,3087594,104110,299810,55278,Patreon,401274
USRVAI2NI,Alex Smith,YouTube,2024,Connecticut,Central,CNTOKB0DJ,4071023,725785,469694,289098,168045,Collaboration,256234
USR8FL2XB,David Johnson,Instagram,2020,Alabama,North,CNTCSJA6A,4863636,4647814,841022,154501,123031,Patreon,181900
USR17XE50,Emily Brown,Twitter/X,2021,Wyoming,Central,CNTKF329I,2656464,625005,1576559,284968,25585,Sponsorship,263853
USR0Z8UL0,Emily Jones,Twitter/X,2020,Pennsylvania,South,CNTYSF3NT,2772220,3619664,1479490,368826,119202,Consultancy,214216
USRG6XH2H,Laura Johnson,Twitter/X,2024,Kentucky,South,CNTSHV77Y,335692,5435321,1185168,64410,70510,Guest Appearance,181427
USRBXW6I2,Emma Williams,Instagram,2022,Oregon,West,CNTSA5RM6,47993,7269988,1854069,236026,114217,Guest Appearance,184300
USRF14V5A,David Williams,Facebook,2020,Alabama,North,CNT0Q7L13,4544892,8672867,183811,96678,111188,Guest Appearance,311676
USR20H2LI,Chris Jones,Facebook,2024,Alaska,West,CNTTYGFSZ,4398871,5879046,1424285,190205,76372,Guest Appearance,208594
USR7VZQ3X,David Martinez,Snapchat,2023,Hawaii,Central,CNT9MJRNW,2108051,2196575,1423873,47887,18343,Collaboration,398049
USR9WXULM,Michael Brown,Facebook,2023,Arizona,North,CNTIU1RQU,1912676,9517920,178570,424171,17536,Sponsorship,94175
USRYATI7T,Emily Garcia,YouTube,2023,Washington,Central,CNTB270SO,2504645,7476191,725888,118790,94174,Consultancy,440051
USRLWLZVO,John Garcia,Snapchat,2024,Connecticut,West,CNTRL5DAJ,4654687,6381077,1133445,275028,147677,Sponsorship,159409
USRWVGLGQ,David Williams,Snapchat,2023,Arizona,Central,CNTYESVJF,2956955,7994757,1410772,210863,102551,Consultancy,492873
USR7UAWU5,John Wilson,YouTube,2022,Delaware,East,CNT1DYB2J,2143488,2798354,543993,250573,149376,Patreon,129931
USRDGA1A6,Alex Wilson,YouTube,2024,Rhode Island,Central,CNTOG6HZN,4909531,5579594,206853,328330,61567,Sponsorship,115021
USR33AQL3,David Wilson,Instagram,2021,Maine,Central,CNTHQORQG,1396745,2515187,401345,53857,62345,Consultancy,130302
USRIEVBQ4,Emily Wilson,Facebook,2020,Wisconsin,East,CNTI727IU,4946097,5743315,13324,485059,67323,Patreon,137171
USRINH5NH,Michael Garcia,YouTube,2021,Missouri,North,CNTCVDPZC,4933705,3787810,947254,397983,92807,Guest Appearance,143169
USR3VSX8F,John Davis,YouTube,2020,Texas,South,CNT5W1IZ4,3310728,8685658,1694477,31637,90733,Patreon,215230
USRX2QJGR,Alex Brown,Instagram,2022,Indiana,North,CNTV7NAGD,4055703,1489815,83157,182982,60147,Collaboration,253293
USRIIP5D2,Jane Brown,Snapchat,2021,Texas,West,CNTF3Z7EZ,451627,5078352,1926807,62142,12737,Guest Appearance,134543
USRNOJCU4,Alex Garcia,Facebook,2021,Kentucky,North,CNTBXBZKG,927240,1130934,747394,477771,32835,Patreon,72889
USRPMT8BO,John Jones,Instagram,2020,New Jersey,Central,CNTTJXK87,2262685,3417789,1695147,413171,7909,Sponsorship,281969
USR7HOAB2,David Miller,YouTube,2023,North Carolina,Central,CNTKWP3P2,1137260,242059,945765,432292,88172,Patreon,99482
USR8KX5XV,Sarah Miller,Instagram,2022,Missouri,North,CNTQT5UQ8,3350613,9593770,1344096,270031,36524,Sponsorship,34144
USR343UN3,Chris Garcia,Twitter/X,2024,Pennsylvania,North,CNTERSEF5,1710242,8107094,1735828,395406,113311,Sponsorship,274394
USR3J0RIR,Jane Jones,Snapchat,2022,Hawaii,North,CNT1G1268,2827692,1258826,71516,188803,96552,Sponsorship,6571
USRR82LHA,David Garcia,Facebook,2022,Nevada,South,CNTB29C9H,4848489,1753941,385834,460323,112979,Patreon,141542
USRPKM54L,Laura Williams,Snapchat,2024,Washington,Central,CNTIIGSDH,1094962,6906147,1902266,82837,75302,Collaboration,412402
USRXWHLQ7,Sarah Martinez,Facebook,2021,New Hampshire,South,CNT20IP8J,110126,8392402,314116,388858,13184,Sponsorship,481506
USR9C29FK,Emily Brown,YouTube,2021,Indiana,West,CNT0426H1,1857061,5772911,1166406,197437,183823,Patreon,191868
USR2F616F,Jane Davis,YouTube,2021,Maryland,South,CNTSS5GBB,4409255,394529,1439956,278449,125658,Collaboration,442020
USRPM1XIB,Alex Jones,Facebook,2020,North Carolina,Central,CNT6O7RCU,481280,5086496,969355,330694,195850,Guest Appearance,303952
USRY11JLL,Laura Davis,Facebook,2024,Mississippi,West,CNT4KZLNL,4678910,4550230,428598,126189,184698,Patreon,293441
USRZWSJRF,Emily Williams,Instagram,2021,Missouri,East,CNTZUKL5X,1902381,5464176,57014,193255,121127,Consultancy,425778
USRD9DDZQ,Michael Smith,Snapchat,2021,New York,Central,CNTI0M8BL,1161425,2789767,1327962,81081,27284,Consultancy,98601
USR6WTD23,Laura Wilson,YouTube,2023,Oregon,Central,CNTQEB5LH,3555771,8815219,249341,273964,63789,Guest Appearance,450811
USR28T8ZJ,John Martinez,Instagram,2021,Nebraska,North,CNTMFE29N,2962544,6143957,805068,171524,8311,Consultancy,108941
USR1F3EYH,Michael Wilson,YouTube,2022,Hawaii,West,CNT7AE2KA,3023483,8168515,883623,201677,45546,Consultancy,185699
USRMQ2XDE,Emily Wilson,Facebook,2023,Oregon,East,CNTEG1JJW,4303785,5050155,1058929,5795,65877,Sponsorship,481589
USRJMT6U3,Emily Williams,Twitter/X,2022,New Mexico,West,CNTJMCHFF,851484,5985012,291189,469314,89198,Guest Appearance,316845
USRO83UXQ,David Wilson,Instagram,2023,Nebraska,South,CNTVYKL2P,1695012,8443429,724447,451930,104591,Patreon,196063
USRKPIEM4,John Williams,Instagram,2020,Arizona,North,CNT1TSPBY,1541214,9331383,1417163,110183,129260,Patreon,428615
USRG0WX4K,Jane Garcia,YouTube,2022,Wisconsin,Central,CNTOAY667,2900430,5302738,580829,97667,192281,Collaboration,146854
USR8R9HWQ,Sarah Davis,Snapchat,2020,Indiana,North,CNT9Y3GTT,2571072,1334112,1382853,446485,113097,Collaboration,420970
USR80HG73,Jane Brown,Snapchat,2023,West Virginia,Central,CNTYGX1FW,4312015,9258619,682513,206218,155306,Consultancy,191234
USRTE4M52,Emma Williams,Instagram,2022,Ohio,West,CNTN1WRMY,321149,5941932,463502,281284,24999,Guest Appearance,198304
USR5QOJ3Y,Michael Jones,Facebook,2024,South Carolina,East,CNTHCV23D,1567214,6810343,1666466,223755,156511,Guest Appearance,101623
USRFFZ8UR,Emma Jones,YouTube,2020,Rhode Island,West,CNTLPFUJ5,2112633,4448830,334113,382365,168004,Collaboration,346148
USRK8XCO2,Emma Davis,Instagram,2023,South Carolina,Central,CNTP7EJ7K,3907799,8533411,74756,212390,154046,Patreon,218585
USRU5B4XJ,Emma Jones,Twitter/X,2024,Massachusetts,East,CNTWUNWLD,2890691,1029842,1142084,392801,139875,Guest Appearance,41464
USR67GQW0,Emily Davis,Twitter/X,2022,Washington,Central,CNTQLHWYT,1859023,1159652,337031,284795,178719,Patreon,155940
USRSTLDO2,Alex Johnson,Twitter/X,2020,Ohio,East,CNTQSJPJN,4561638,3246056,1597575,499537,18380,Sponsorship,119975
USR386GN0,Emily Jones,Snapchat,2023,Louisiana,West,CNTHBSSTJ,4151126,3742944,189817,459723,48109,Guest Appearance,353816
USRM791OI,Michael Miller,Facebook,2021,Indiana,South,CNT2WEH4J,3148237,6411645,724685,15940,15505,Guest Appearance,262715
USREIC987,Chris Miller,Twitter/X,2023,Connecticut,West,CNTHAKIZ7,1756348,9466855,1601943,277852,17443,Patreon,465605
USR2OHYJA,Sarah Martinez,Instagram,2022,Illinois,South,CNTX424UK,1193622,5587147,237490,353851,50871,Consultancy,160764
USRGVZ79E,Jane Williams,Instagram,2021,Illinois,Central,CNTOAQLT1,1104037,6180389,149295,132944,164803,Sponsorship,147621
USRPYPT9Q,Michael Williams,Instagram,2021,Louisiana,West,CNTJSSU33,1534284,6628691,998463,81668,181622,Consultancy,331571
USRQTAIC2,Jane Miller,Snapchat,2024,South Carolina,North,CNTKG2TA5,3672913,1699376,1413580,381776,3006,Collaboration,470229
USRGFAO27,David Johnson,Facebook,2021,Maine,South,CNTTVK1NM,4447290,7373812,1841067,125149,69971,Collaboration,224372
USRN3961L,Chris Davis,Instagram,2021,Oregon,Central,CNTU6YBML,4514762,4177737,1176395,192677,131216,Consultancy,353481
USR6AEYJD,David Brown,Facebook,2023,Delaware,South,CNT4SN9CD,2149126,9142272,757270,217662,177519,Guest Appearance,150488
USR5MY92D,Emily Williams,Facebook,2020,Vermont,Central,CNTHX1G7P,2490752,6930683,1616303,128541,178505,Collaboration,141966
USRMR5C8T,Chris Johnson,Twitter/X,2022,North Dakota,South,CNTLES8OP,4630033,329885,1551359,26815,12428,Guest Appearance,439233
USRNPGZ6I,Jane Martinez,Snapchat,2021,Iowa,East,CNTMKLCVK,2324700,9415576,1076691,165828,45045,Sponsorship,405698
USREBK17B,Emma Miller,Twitter/X,2021,West Virginia,North,CNTWF29IJ,3550402,1845392,577871,423152,24773,Collaboration,132239
USR57XQR9,Emily Miller,Twitter/X,2020,Wyoming,East,CNTCEQK1Z,4657850,2363715,402629,403064,57921,Sponsorship,477759
USRGDS2Z7,Sarah Jones,Instagram,2023,California,North,CNTWW4907,824060,5879879,309482,203625,99174,Consultancy,3524
USR55H6UL,Laura Jones,Twitter/X,2023,Pennsylvania,South,CNT1AFH7H,3907295,6883184,960483,48738,111032,Collaboration,280512
USRO5PWT3,Chris Williams,Instagram,2023,Minnesota,West,CNT121M95,50811,4716350,396547,367969,20058,Collaboration,375665
USRY90ESW,Michael Davis,Instagram,2022,New York,East,CNT3PZPWG,3024254,1418799,287257,370786,149481,Patreon,16728
USRMV3UQ7,Jane Martinez,Twitter/X,2022,Maine,North,CNTQJA2AU,3079070,5947857,273129,5831,63895,Consultancy,304214
USRSA7AT9,Michael Wilson,Facebook,2021,Rhode Island,East,CNTWOJ2P7,3204394,7722376,609658,493135,26918,Collaboration,294577
USR53TC20,Emma Davis,YouTube,2023,Kansas,North,CNTE7KR39,2900234,2167073,945354,466565,73963,Patreon,429141
USRXC5ULR,Alex Miller,Facebook,2021,Wisconsin,North,CNTPYMZL7,1027847,7236159,418697,74495,185498,Patreon,239602
USRYAWF1I,Emma Davis,Twitter/X,2024,West Virginia,South,CNTRJ6IW5,2411900,8608052,1989910,130622,146444,Guest Appearance,380233
USRMB4BHT,Jane Smith,Snapchat,2020,Montana,West,CNT9022IQ,286160,5273582,958796,375274,87378,Collaboration,329172
USRIDTAQZ,John Garcia,Instagram,2023,Maine,West,CNTY736CD,2613168,8336214,504710,458922,162922,Collaboration,266887
USRH06ICB,Michael Garcia,Twitter/X,2021,Montana,Central,CNTIZU7KQ,4320778,5838421,1314449,117402,24449,Consultancy,498458
USRW2HUA5,Michael Smith,Snapchat,2020,Connecticut,North,CNTDQS4U3,2906795,1354283,325785,335499,37842,Patreon,267951
USRSSOZ33,Emily Miller,Snapchat,2023,Arizona,North,CNTOV80GJ,2617821,8003207,996650,327293,75900,Patreon,49242
USRW51KZL,Jane Smith,Twitter/X,2020,Utah,South,CNTQIS882,2216459,7411643,512273,340368,16334,Sponsorship,436786
USRK55K01,Laura Davis,YouTube,2021,Delaware,North,CNTS5KVUA,262680,4655142,602215,365724,114836,Collaboration,311143
USR4RUV3J,David Miller,Twitter/X,2020,Michigan,North,CNTAOC9Z6,2918290,8657834,376595,219866,19545,Collaboration,276945
USRQCQMZX,Jane Garcia,YouTube,2023,Indiana,North,CNTROYRIU,4083650,5878056,983062,309344,132337,Guest Appearance,385183
USRAVGM3Y,Emma Wilson,YouTube,2021,Indiana,North,CNTTGSK6B,2209303,9524392,1346711,350550,65854,Consultancy,104091
USRLAT76F,Sarah Garcia,YouTube,2023,Arizona,West,CNT5E55D4,2519944,1155208,1172721,82217,173252,Consultancy,46632
USRGM8ZZ5,David Jones,Twitter/X,2021,Wyoming,Central,CNTJLQU4C,2353676,9541190,423753,471119,157183,Consultancy,411721
USRDJCMTX,Laura Williams,Snapchat,2021,Vermont,South,CNT6QWUIN,3572494,1417487,758248,229702,94048,Guest Appearance,314906
USRB8NZAP,Chris Johnson,Facebook,2024,Alaska,North,CNTD46NY2,4173977,4600516,1843629,494078,105450,Guest Appearance,183647
USRUWDKC6,Jane Johnson,Facebook,2022,Kansas,South,CNTZA7ZUI,3810575,4218077,1501849,138791,168980,Consultancy,114780
USRFXL2SV,Emma Brown,Twitter/X,2024,Arkansas,North,CNT05JBO7,419193,2629116,526499,209430,117358,Guest Appearance,295113
USRUS89VU,Chris Johnson,Instagram,2022,South Dakota,East,CNTAT6HDK,1955734,3692102,1554875,57995,62962,Consultancy,346972
USRSBX5AZ,Sarah Miller,YouTube,2023,Iowa,North,CNT910AK2,4716704,2684345,307483,26955,79774,Guest Appearance,353562
USRD6UDG9,Laura Wilson,Instagram,2021,Texas,North,CNTH8BXID,3796804,743556,1029484,50687,44412,Patreon,307473
USRNL0GAC,Michael Miller,Snapchat,2021,Kansas,East,CNTMMSGN9,847480,7810105,1356297,348637,131030,Guest Appearance,206250
USRSG8SO1,Emily Wilson,Twitter/X,2023,South Carolina,South,CNTR69A6I,2336890,1077785,1604058,485252,97932,Consultancy,26758
USR79Z0WW,Chris Williams,Facebook,2022,Florida,East,CNTFYEZDI,2129659,8214855,878273,473487,156468,Guest Appearance,352774
USRKAS9CO,Emma Johnson,YouTube,2021,Delaware,South,CNTAHEFP9,3762425,9427662,569969,491361,78615,Collaboration,372081
USRLJY5DJ,Alex Johnson,YouTube,2023,New York,North,CNTHY922I,1921051,8097911,1837308,397964,64004,Sponsorship,201970
USRHFC6HS,John Williams,Facebook,2024,Wyoming,East,CNTMY1IKL,2300533,4866616,1989477,473320,194166,Sponsorship,32308
USRG8ARW2,Laura Smith,Snapchat,2021,Arkansas,South,CNT5CWAZI,4504569,7988126,712475,189505,88067,Collaboration,452364
USRZA68ZM,Emily Garcia,Snapchat,2020,North Carolina,East,CNTD51XMB,1659716,9132986,249094,288677,61832,Guest Appearance,69956
USR1BSLKB,David Williams,Facebook,2021,Utah,North,CNTAH2A5C,2128599,2478060,560160,255084,101355,Collaboration,210081
USRB0CZZE,John Martinez,Twitter/X,2020,Texas,East,CNTVQ4FFN,4437888,4295089,1040937,367606,127112,Consultancy,453832
USRXM2U5K,Sarah Johnson,YouTube,2020,Missouri,South,CNT937NPU,3161592,8642792,129970,265052,66878,Patreon,383619
USRTYCPFL,Alex Williams,Twitter/X,2022,Florida,South,CNTOAE1NV,3450178,1520301,1163076,351262,93439,Consultancy,172938
USRKKYDOH,Chris Johnson,Snapchat,2020,Montana,North,CNTY7UG4C,4388221,877233,573702,380525,55173,Patreon,324258
USRURI13H,Sarah Miller,Twitter/X,2024,North Dakota,South,CNTF9P9CO,1281916,3635157,661602,136756,110473,Consultancy,494152
USRVM0JN9,Michael Wilson,Twitter/X,2023,Illinois,South,CNTE7A342,879689,1048279,1172055,347603,30466,Guest Appearance,155863
USR1NRCV5,John Miller,Facebook,2024,Massachusetts,West,CNT68MO2T,2345690,7788141,1649855,157066,127236,Consultancy,360228
USRG4QKMM,John Smith,Instagram,2021,Connecticut,Central,CNT9VO4MQ,1082507,7576717,1370266,14252,165267,Consultancy,382567
USRVVX1CX,Alex Martinez,Instagram,2021,Oregon,East,CNT637VT9,3048943,3220410,1620171,324958,187166,Guest Appearance,15507
USRAY050E,Laura Smith,Snapchat,2024,Arizona,Central,CNT07M8GO,2513085,9843158,1001977,451177,164912,Sponsorship,268594
USRDVE2QW,Alex Miller,Instagram,2021,Nebraska,South,CNTFDVM7G,1805303,6561606,1993821,47521,45030,Sponsorship,329713
USR0037MH,Emma Smith,Facebook,2022,Wyoming,East,CNTOW7ZN3,4007051,8099838,719119,365839,3236,Guest Appearance,105324
USRUVEO41,Sarah Williams,Snapchat,2021,Massachusetts,South,CNTZY9CY9,1200346,1334825,1124804,94701,175016,Patreon,79873
USRUJFOLA,Jane Jones,Snapchat,2020,Kentucky,East,CNT34TDBI,1521308,2194098,1305814,233097,172329,Consultancy,309051
USRS8AW4M,Emma Williams,Twitter/X,2023,North Dakota,East,CNTSISX8U,241608,7365940,1601924,225187,192725,Sponsorship,285249
USR1ZQT0B,Jane Johnson,Snapchat,2022,Alabama,South,CNTN7ERZ1,1094037,8597950,1079966,416772,178785,Sponsorship,382539
USRZXT7IQ,Emma Jones,Snapchat,2024,Massachusetts,East,CNTHEJLJS,731736,8328645,1793532,428001,32805,Sponsorship,181463
USR37072R,Laura Brown,Snapchat,2020,Nebraska,North,CNT00FZ7M,3391831,7133360,535028,66826,103241,Guest Appearance,58268
USRYUZ748,Alex Miller,Snapchat,2020,Wisconsin,Central,CNTSKC3O2,900755,350384,693122,468127,47659,Collaboration,137376
USR8D6K36,Laura Miller,Twitter/X,2021,California,North,CNTDLD0YK,4437483,8778426,351522,297184,186216,Consultancy,208978
USRP1M6XP,Emily Smith,Facebook,2024,Colorado,East,CNTY8O70Z,3439609,8895413,469928,475674,100577,Sponsorship,230532
USRI50I5B,Emily Miller,Facebook,2024,Delaware,West,CNTSPMWLW,4151611,6662889,190828,282385,30232,Sponsorship,117705
USROLQJ4J,Jane Davis,Instagram,2023,Washington,West,CNTR9Q96F,4640336,2693722,663709,275340,10117,Consultancy,146157
USRZMSXPL,John Garcia,Twitter/X,2020,Iowa,North,CNTR9Z2QP,4240193,3939726,1302942,171506,155119,Patreon,121105
USRY648BU,Emily Jones,Twitter/X,2022,Wisconsin,South,CNTQ16YHT,4878225,2495687,161097,302487,39854,Collaboration,408116
USRXNPRCF,Emily Smith,Facebook,2023,Missouri,South,CNTAGX4D2,3988346,8420158,1688377,40748,74286,Patreon,446712
USR072I2I,Michael Miller,Snapchat,2024,Indiana,Central,CNTJ61790,4898092,7731478,480660,482880,25170,Guest Appearance,106179
USRH0I3H5,Emma Miller,Facebook,2021,Wyoming,Central,CNTCF7C6W,4728358,7470280,358823,31971,26506,Patreon,420993
USR0BHQAZ,Jane Davis,YouTube,2020,Hawaii,North,CNTUA038Q,2373531,654588,337672,419758,89536,Patreon,338798
USR5THYJ1,Emily Miller,Facebook,2022,Montana,South,CNT2XHX1K,2900333,8294176,669734,210140,40193,Guest Appearance,302999
USRSDQ83Y,David Johnson,YouTube,2023,Illinois,North,CNTVW7IPZ,265198,3266948,935656,458955,148832,Guest Appearance,447017
USR32CFUN,Chris Miller,YouTube,2021,South Dakota,West,CNTTXCADY,886564,8058391,708258,287453,71160,Sponsorship,259766
USR6N7XTA,Michael Smith,YouTube,2020,Alaska,East,CNTFSFI1Q,4328323,1034075,465329,478609,13323,Sponsorship,337917
USRA2TCLZ,Jane Wilson,Snapchat,2022,Iowa,South,CNTLIDTRV,1252169,2379309,356833,300966,116602,Collaboration,460129
USRI0F7GU,Chris Jones,Instagram,2020,West Virginia,South,CNTX2K51W,1334053,1650144,1068771,177442,55163,Consultancy,45355
USRB1HAGA,Emily Williams,Facebook,2024,Texas,East,CNTIF6AA4,1554067,9280449,689866,286951,164040,Consultancy,59160
USRJWHG29,John Johnson,Snapchat,2021,Michigan,South,CNTGZC0AF,4726815,8633202,1790135,255250,76135,Sponsorship,152293
USRREUW6B,Chris Johnson,YouTube,2021,Hawaii,Central,CNTWKASNU,2275059,8323492,1087569,163999,179577,Consultancy,161700
USRYH2RMM,Michael Davis,Twitter/X,2023,Montana,North,CNTUKCNQA,502072,9331239,761695,114876,1509,Patreon,9439
USR2TZKUX,John Smith,YouTube,2023,Nevada,South,CNTXE12DG,1297508,2637196,1923851,304073,150908,Sponsorship,448970
USR9M5WEF,Alex Wilson,Facebook,2022,Wyoming,South,CNTJE8UHL,385083,4923014,623381,387078,151438,Patreon,222803
USRREXDM2,John Martinez,YouTube,2024,New Jersey,West,CNT815J2D,2477570,2707930,1110645,494673,195786,Patreon,492886
USRH4WK40,David Johnson,Facebook,2020,Kansas,North,CNTXHV1BE,2622968,5750402,1845910,166201,47310,Patreon,179218
USRJM4QGP,David Johnson,YouTube,2021,New Hampshire,South,CNTW6JIRI,1902506,75032,971825,398153,120695,Consultancy,430597
USRT2ZDR6,Alex Wilson,Facebook,2024,Illinois,North,CNTSS1U1F,2457812,4281952,1066382,391026,145141,Sponsorship,223492
USRFMY34B,Sarah Johnson,Snapchat,2021,Illinois,Central,CNTB6WQZR,3317624,9495721,72234,96362,157148,Collaboration,42111
USRY7X89K,Michael Davis,Snapchat,2024,Alaska,West,CNT7P4CGB,395600,6453066,979806,78001,116815,Consultancy,421451
USRO2CYWB,Laura Johnson,YouTube,2024,Arizona,Central,CNT2Q6H3V,97307,5825335,836968,453833,117140,Consultancy,412756
USR0O5YG8,Laura Williams,Snapchat,2022,Oklahoma,North,CNT6XL62L,2045412,8835943,1714287,218112,39949,Consultancy,401283
USRDML022,Emma Martinez,Facebook,2024,Arizona,West,CNT9AOU7D,598368,5032012,18068,312894,71672,Consultancy,7822
USRV1KLXZ,Laura Martinez,Snapchat,2021,Kansas,South,CNT5281LN,1077241,1421757,1193392,145997,54088,Sponsorship,401775
USRT2MUWE,Laura Williams,Facebook,2022,Indiana,South,CNTX6XUGH,4701935,656721,566508,59987,131768,Guest Appearance,50080
USRRTYEZ2,Chris Davis,YouTube,2023,Missouri,East,CNT6P8DQH,2409516,3954509,460104,78307,71966,Collaboration,264281
USRYTBIZ5,Michael Garcia,Twitter/X,2022,Arkansas,West,CNTK3SEOP,2675304,1526124,1862699,133321,160684,Collaboration,463290
USRQSZQUD,Alex Miller,YouTube,2021,Oklahoma,West,CNTSJUEPV,7411,3935526,1676911,469691,181837,Guest Appearance,432731
USR6WRMVX,Jane Williams,Snapchat,2021,Rhode Island,South,CNTQBQLJW,4206964,8613811,1796316,82765,5759,Guest Appearance,222697
USRT9AR5S,Alex Jones,Twitter/X,2021,New Hampshire,West,CNT2NA5SA,1764295,598698,117632,367824,157880,Sponsorship,286883
USRL1XX21,Emma Johnson,Facebook,2023,New Mexico,West,CNTZRSOKK,2576262,2115956,1168547,112304,193375,Sponsorship,353161
USR2177NV,Chris Jones,Twitter/X,2022,Michigan,North,CNTWTINOZ,3678650,7832916,1334885,464854,125561,Consultancy,28126
USR95YCCM,John Wilson,Instagram,2022,Maine,West,CNT0UF89D,1832855,8198244,1744172,455750,30251,Guest Appearance,144745
USR1Y4LM4,Jane Garcia,Facebook,2023,Mississippi,North,CNTGRCE94,2582306,8804156,1423504,447642,95382,Guest Appearance,470443
USRQITQGX,Laura Williams,Snapchat,2020,Delaware,East,CNT3HQHSD,4668706,7137808,1519097,297877,86532,Sponsorship,313786
USRQEQVTM,Chris Brown,Snapchat,2021,Louisiana,Central,CNTHCCJBQ,2949548,4374653,1958785,173103,30403,Guest Appearance,236963
USR3P0JQ5,Laura Garcia,Instagram,2021,Kansas,North,CNTA0NN3X,1831946,285160,114476,108721,123116,Patreon,273383
USR5XW8OO,Chris Garcia,YouTube,2023,Kansas,South,CNTK5Z69D,3721984,7837153,1823411,12084,51838,Consultancy,177144
USRLDBHRD,Emma Wilson,Instagram,2021,Illinois,East,CNTT7D1SR,223791,8010529,422718,203974,153621,Collaboration,388127
USRE2XDSP,Chris Miller,Instagram,2020,Texas,West,CNTVENTSU,389229,6136123,1876036,327248,174270,Collaboration,249279
USRR5A749,Emma Wilson,Snapchat,2023,Rhode Island,Central,CNT3PLB83,3697376,8404296,1940483,282434,190754,Guest Appearance,402222
USRF1P9KZ,Michael Garcia,YouTube,2024,Delaware,East,CNTQATKNY,1211136,3996597,380978,244528,188201,Guest Appearance,260372
USRP0J13I,Chris Williams,Instagram,2022,New York,North,CNT33WR38,257175,2717207,817509,288365,82949,Patreon,454831
USRNZZUA1,Chris Smith,Facebook,2022,Montana,North,CNTPF1FL7,141378,5979968,421916,334400,72016,Sponsorship,421574
